Word,"CONTROL_SOBOLEVSKY","KIREEVSKY","PESENNIKI","RUSCORPORA","RUSSKIE_PESNI","SOBOLEVSKY"
"и",0.8303429859,0.8415383997,1.3730759834,4.6078956101,2.1260056043,0.9586800859
"я",3.8888425269,3.2182614636,4.202296604,2.2474014922,3.8325951369,3.2392229686
"в",1.4520570809,1.5383997106,1.8177376008,2.8568064312,2.5707312664,1.5014481457
"не",3.0042560294,2.7609211108,2.7999022722,1.736263501,3.4276416885,2.654233247
"на",2.1071517984,2.0809387936,1.783532861,1.2345454351,1.4534936274,2.1357283141
"ты",1.6147876158,1.8197162722,2.0180796482,1.2069279269,2.337521468,1.844570791
"он",0.6425769841,0.6992725957,0.8502321036,1.4312398977,1.0304619,0.7899844869
"с",0.9304848535,1.1365189085,1.0456877596,1.2710476456,1.4806110458,0.9613547613
"мой",1.8192439289,1.5488486115,1.7688736868,0.7485094039,1.4986893248,1.4374469841
"как",0.6884753401,0.6823936021,0.8111409724,0.9659169976,0.8749887011,0.7636198293
"быть",0.8011349412,0.7571434313,0.7964817982,0.8695768527,0.7574798879,0.7596078162
"что",0.8303429859,0.820640598,1.1092108478,0.8272407112,1.0702341137,0.823800026
"то",0.9388300092,0.9524575011,0.7769362326,0.4902107708,0.4374943505,1.09527958
"она",0.3254610698,0.446891452,0.3469337894,0.6790909772,0.7538642321,0.3985266359
"мы",0.2879078695,0.4404613592,0.2882970926,0.5735985185,0.4139925879,0.4606173151
"за",0.9513477426,1.040067516,0.9235279746,0.4046286087,0.5098074663,0.8545587932
"по",1.218392723,1.2160913073,0.9381871488,0.3095729991,0.6273162795,1.1237457683
"но",0.0125177335,0.0120564241,0.0439775226,0.7193397489,0.2874446353,0.0118449911
"а",0.5966786281,0.6864124101,0.6743220132,0.4143696678,0.4971526711,0.8119550349
"к",0.3463239589,0.3898243781,0.4495480088,0.507926653,0.5134231221,0.4229808111
"они",0.1335224902,0.1599485593,0.2589787442,0.5645532493,0.2440567658,0.2011738004
"вы",0.3588416924,0.4983321947,0.4446616174,0.4387223156,0.4212238995,0.4867909244
"все",0.1794208462,0.2596149982,0.2882970926,0.5077125638,0.4537648016,0.2170308046
"свой",0.3546691146,0.4155447494,0.3811385292,0.446215438,0.3724125463,0.3838159212
"весь",0.4297755153,0.5079773339,0.4788663572,0.4132456995,0.3434873,0.4147657366
"во",1.0723524994,1.1148173452,1.026142194,0.166721973,0.2350176263,1.0826703959
"у",1.0097638321,0.739460676,0.7182995358,0.2172470268,0.3977221369,0.8174954339
"да",1.0222815656,0.5610255998,0.3518201808,0.1852406898,0.2892524632,0.9023208541
"твой",0.1293499124,0.1695936985,0.24431957,0.4187584967,0.327216849,0.169459792
"душа",0.0876241342,0.1567335128,0.2247740044,0.3509992614,0.37783603,0.1918124365
"о",0.0500709338,0.0329542258,0.0586366968,0.4042004303,0.224170659,0.0397380346
"милый",0.5090544939,0.7370493912,0.7915954068,0.1588006722,0.7574798879,0.6262561422
"от",0.2002837353,0.1985291163,0.1807964818,0.3385820872,0.3995299647,0.1864630857
"тот",0.275390136,0.3383836354,0.4348888346,0.2845780837,0.3055229142,0.3270745929
"ли",0.5549528499,0.5320901821,0.5472758368,0.2002269346,0.4501491458,0.5250005731
"друг",0.275390136,0.2459510509,0.3957977034,0.2881105557,0.7104763627,0.2594435147
"из",0.2503546691,0.2547924286,0.3273882238,0.2753722476,0.2205550032,0.3093071062
"так",0.0375532004,0.0570670739,0.1563645248,0.3443089735,0.327216849,0.0720251878
"сердце",0.2128014687,0.1880802154,0.2785243098,0.2877358995,0.7014372232,0.1579968974
"кто",0.3296336477,0.2146043484,0.1759100904,0.2839893384,0.2386332821,0.206332103
"один",0.1502128015,0.2732789455,0.24431957,0.2744088462,0.3109463979,0.2030842828
"где",0.1961111575,0.1720049833,0.1417053506,0.2992967169,0.2422489379,0.1283844196
"уж",0.367186848,0.4476952136,0.2345467872,0.1941253921,0.3380638163,0.4107537235
"ни",0.2545272469,0.438853836,0.2882970926,0.2235091363,0.2729820121,0.21970548
"нет",0.1126596011,0.1277980951,0.1563645248,0.264828354,0.3868751695,0.1450056168
"под",0.2169740466,0.2885504159,0.2247740044,0.2142497779,0.1988610684,0.2772110013
"день",0.0417257782,0.0707310212,0.097727828,0.2726426102,0.3217933653,0.0641922098
"любить",0.275390136,0.3745529076,0.4300024432,0.1696656997,0.3181777095,0.2913485713
"себя",0.2545272469,0.2202306796,0.2589787442,0.2034382727,0.2332097984,0.2095799231
"когда",0.045898356,0.0860024917,0.0879550452,0.2644536979,0.1066618458,0.0531114117
"же",0.1669031127,0.2073704939,0.0390911312,0.2122159304,0.2476724216,0.1912392917
"молодец",0.4798464491,0.6092512961,0.4690935744,0.0144510217,0.4230317274,0.7447060532
"со",0.3588416924,0.4292086967,0.4251160518,0.1029233882,0.224170659,0.4881282621
"рука",0.2002837353,0.146284612,0.1905692646,0.214089211,0.1319714363,0.1635372964
"там",0.0834515564,0.0964513925,0.1075006108,0.2329290615,0.2187471753,0.09571517
"сказать",0.1251773346,0.2588112366,0.3127290496,0.1837955876,0.2259784868,0.2147382257
"наш",0.091796712,0.1703974601,0.1417053506,0.1958381057,0.1048540179,0.2061410547
"любовь",0.0375532004,0.0908250613,0.122159785,0.235658699,0.2187471753,0.0554039906
"без",0.2002837353,0.1687899369,0.0879550452,0.1951423158,0.4483413179,0.1495907747
"бы",0.6050237837,0.223445726,0.342047398,0.1558034233,0.2639428726,0.2630734313
"его",0.0584160895,0.1028814854,0.1026142194,0.2137680772,0.1120853295,0.1109990295
"вот",0.0375532004,0.1060965318,0.0537503054,0.2048298526,0.0976227063,0.1270470819
"для",0.0542435116,0.0369730338,0.0537503054,0.2286472773,0.2259784868,0.0422216618
"сам",0.2837352917,0.2668488526,0.3029562668,0.1406566116,0.0958148784,0.2938321985
"жизнь",0.0083451556,0.0217015633,0.048863914,0.2343206414,0.1735514779,0.0145196665
"знать",0.1043144455,0.158341036,0.219887613,0.1837420653,0.2368254542,0.1228440206
"небо",0,0.0088413776,0.0048863914,0.2299318126,0.1572810268,0.006304592
"становиться",0.2545272469,0.2740827071,0.2003420474,0.1346085914,0.1518575432,0.2598256112
"молодой",0.2920804473,0.4243861271,0.268751527,0.0737537332,0.1157009853,0.4350168505
"давать",0.1251773346,0.1125266246,0.1417053506,0.178389835,0.1608966826,0.1348800599
"мочь",0.0542435116,0.0474219347,0.073295871,0.2097003821,0.1283557805,0.0458515784
"свет",0.1502128015,0.0980589157,0.1563645248,0.1715389803,0.2639428726,0.1054586304
"жить",0.1961111575,0.1912952618,0.1759100904,0.1300591957,0.2639428726,0.226774265
"идти",0.1460402237,0.2684563758,0.3127290496,0.1036727004,0.0903913947,0.2936411503
"этот",0.183593424,0.1639673673,0.024431957,0.1520033398,0.0524270089,0.1579968974
"пойти",0.3087707586,0.4597516377,0.2882970926,0.0568942078,0.1301636084,0.3954698641
"красный",0.3087707586,0.5272676124,0.4984119228,0.0249949154,0.5116152942,0.4300495961
"человек",0.2002837353,0.1358357111,0.122159785,0.1477750779,0.2115158637,0.1350711082
"ль",0.1752482684,0.1261905719,0.2736379184,0.1418876246,0.30913857,0.1276202267
"белый",0.3630142702,0.481453201,0.2834107012,0.0427107976,0.2350176263,0.3895473685
"ж",0.0751064007,0.1165454326,0.097727828,0.1630289342,0.1880141011,0.072216236
"говорить",0.3004256029,0.1776313146,0.1905692646,0.1217097164,0.0940070505,0.2006006557
"земля",0.045898356,0.0843949685,0.0684094796,0.1615303097,0.1970532405,0.0796671175
"над",0.0375532004,0.046618173,0.0439775226,0.1729840825,0.1518575432,0.0498635916
"бог",0.0584160895,0.0417956034,0.0097727828,0.1719671587,0.06869746,0.0496725433
"девица",0.2420095135,0.3014106016,0.4935255314,0.0278851197,0.6309319353,0.4082700964
"еще",0.1669031127,0.1334244263,0.1026142194,0.1260985453,0.0777365995,0.162391007
"жена",0.3421513811,0.3295422578,0.146591742,0.0551814941,0.0668896321,0.3582154566
"конь",0.1293499124,0.2395209581,0.1319325678,0.0850469391,0.1464340595,0.2745363259
"здесь",0.0083451556,0.0225053249,0.0537503054,0.1710572796,0.0705052879,0.0183406314
"ах",0.2461820913,0.1382469959,0.8404593208,0.0727368094,0.5748892705,0.2414849798
"лишь",0.0166903113,0.0168789937,0.0781822624,0.1661332277,0.1735514779,0.0181495831
"до",0.091796712,0.2017441627,0.0781822624,0.1087037969,0.1392027479,0.175000191
"мир",0.0125177335,0.0136639473,0.0390911312,0.1690234321,0.0542348368,0.0095524122
"стоять",0.1418676458,0.2644375678,0.2345467872,0.0816215117,0.06869746,0.2445417517
"другой",0.1752482684,0.1366394727,0.1270461764,0.1225660733,0.1319714363,0.1192141039
"поле",0.2586998248,0.2049592091,0.1417053506,0.0863314743,0.2512880774,0.2091978266
"ночь",0.1335224902,0.1109191014,0.0928414366,0.1349297252,0.2079002079,0.0682042229
"их",0,0.0024112848,0.0048863914,0.1654374378,0.0433878695,0.0049672543
"слеза",0.1919385797,0.1438733272,0.122159785,0.116143397,0.3706047184,0.0924673499
"видеть",0.0542435116,0.0699272596,0.1026142194,0.1416735354,0.10304619,0.0529203635
"ко",0.3045981808,0.2837278463,0.2834107012,0.0498292639,0.1446262316,0.302811466
"добрый",0.183593424,0.223445726,0.2052284388,0.0508997099,0.2151315195,0.2974621151
"сон",0.0417257782,0.0321504642,0.0537503054,0.1436003383,0.0831600832,0.0336244909
"сей",0.0125177335,0.0032150464,0.0439775226,0.1547329772,0.0198861068,0.0084061227
"год",0.0876241342,0.0827874452,0.0390911312,0.1204787035,0.0632739763,0.1001092796
"око",0.0792789786,0.0442068882,0.073295871,0.1296845395,0.2169393474,0.0494814951
"вода",0.2211466244,0.1438733272,0.1612509162,0.0935569852,0.0741209437,0.147489244
"тут",0.1001418676,0.1101153398,0.0928414366,0.0963401449,0.0488113532,0.1564685114
"сидеть",0.1627305349,0.2604187598,0.2003420474,0.0667423115,0.1446262316,0.2004096074
"иль",0.0166903113,0.008037616,0.0537503054,0.1410312677,0.0885835668,0.0110807981
"грудь",0.0751064007,0.0361692722,0.0684094796,0.1259915007,0.24044111,0.0385917452
"взор",0,0.0032150464,0.0293183484,0.1454736189,0.0560426647,0.0011462895
"только",0.1043144455,0.1430695656,0.097727828,0.1062417709,0.121124469,0.0838701789
"хотеть",0.1084870233,0.1069002934,0.0830686538,0.1027628213,0.0903913947,0.1079422576
"чтоб",0.0208628891,0.0225053249,0.0830686538,0.1292028388,0.1048540179,0.0286572365
"пора",0.0834515564,0.0787686372,0.0684094796,0.1084361854,0.1229322968,0.0769924421
"слово",0.0584160895,0.0514407427,0.097727828,0.1122362689,0.1175088132,0.0615175344
"ходить",0.2545272469,0.2853353695,0.3371610066,0.0289555658,0.1301636084,0.2825603521
"два",0.1043144455,0.142265804,0.0928414366,0.0795876642,0.0542348368,0.1593342351
"час",0.091796712,0.0289354178,0.0342047398,0.1197829135,0.0596583205,0.043176903
"гора",0.1043144455,0.1639673673,0.1319325678,0.0847793275,0.0578504926,0.1272381302
"море",0.1251773346,0.1101153398,0.1612509162,0.0873483981,0.0867757389,0.1226529723
"б",0.137695068,0.0659084516,0.0830686538,0.1058671148,0.1319714363,0.0575055213
"лес",0.1418676458,0.1567335128,0.122159785,0.0824243462,0.1337792642,0.117685718
"новый",0.1043144455,0.1478921352,0.0635230882,0.0814074225,0.0289252463,0.1383189283
"царь",0.0041725778,0.034561749,0.0439775226,0.1194082574,0.0144626232,0.0332423944
"девушка",0.2962530251,0.4517140216,0.2003420474,0.0068508548,0.0903913947,0.3070145273
"матушка",0.6133689393,0.3624964835,0.2540923528,0.0064761986,0.1229322968,0.3093071062
"радость",0.1293499124,0.0779648756,0.24431957,0.086973742,0.2494802495,0.0897926744
"зеленый",0.3504965368,0.3102519793,0.2540923528,0.0232286794,0.1048540179,0.2586793217
"гулять",0.2795627138,0.3415986818,0.2785243098,0.017501793,0.0488113532,0.2796946285
"взять",0.2545272469,0.1784350762,0.1514781334,0.0547533157,0.0831600832,0.1862720374
"какой",0.0083451556,0.0152714705,0.0293183484,0.1180166775,0.0198861068,0.0185316796
"сын",0.0834515564,0.1398545191,0.1075006108,0.0791594858,0.0090391395,0.1216977311
"вдруг",0.0083451556,0.008037616,0.0195455656,0.1191941682,0.0578504926,0.0110807981
"слава",0.0375532004,0.030542941,0.0293183484,0.1146982948,0.0198861068,0.021206355
"пред",0.0083451556,0.0056263312,0.0048863914,0.1193547351,0.0289252463,0.0055403991
"глаз",0.0792789786,0.073142306,0.1075006108,0.0913090485,0.1102775016,0.0678221264
"сила",0.0041725778,0.0176827553,0.0097727828,0.1138419379,0.06869746,0.0076419297
"петь",0.1084870233,0.1093115782,0.0586366968,0.0871343089,0.1464340595,0.065911644
"это",0.0876241342,0.0755535908,0.048863914,0.0891146341,0.0723131158,0.0754640562
"ее",0.0417257782,0.0289354178,0.0293183484,0.1046361019,0.0560426647,0.0347707803
"при",0.1502128015,0.1149379094,0.1612509162,0.0734325994,0.0650818042,0.102019762
"родной",0.183593424,0.1712012217,0.1123870022,0.0547533157,0.1645123384,0.1444324721
"хоть",0.0876241342,0.0739460676,0.0830686538,0.0899709909,0.0795444274,0.0548308459
"горе",0.1627305349,0.142265804,0.1123870022,0.0540575258,0.2169393474,0.1451966651
"отец",0.1502128015,0.0948438693,0.0586366968,0.0731649879,0.0705052879,0.1050765339
"голова",0.1084870233,0.1326206647,0.0684094796,0.0654577763,0.0488113532,0.1270470819
"теперь",0.0166903113,0.0208978017,0.0390911312,0.1015853306,0.10304619,0.0236899822
"который",0.0250354669,0.0321504642,0.0684094796,0.100943063,0.0216939347,0.029039333
"огонь",0.0375532004,0.0353655106,0.024431957,0.0994444385,0.0723131158,0.0280840918
"младой",0.2253192022,0.1527147048,0.2736379184,0.0450122566,0.0578504926,0.175000191
"мать",0.2461820913,0.1655748905,0.1026142194,0.0502574423,0.121124469,0.1520744018
"спать",0.1251773346,0.1334244263,0.1417053506,0.0620858712,0.0650818042,0.1253276477
"забывать",0.091796712,0.0490294579,0.0928414366,0.0908808701,0.1446262316,0.0366812628
"мечта",0,0,0,0.1095601537,0.0216939347,0
"много",0.045898356,0.073142306,0.0781822624,0.0775002944,0.13739492,0.0773745386
"ум",0.0584160895,0.0361692722,0.0635230882,0.0917907492,0.0379643858,0.0456605302
"волна",0.0041725778,0.0152714705,0.0097727828,0.1028698659,0.0759287716,0.0059224955
"река",0.1460402237,0.1277980951,0.1172733936,0.0593027114,0.0885835668,0.1226529723
"три",0.1627305349,0.1953140698,0.1123870022,0.0371980004,0.0216939347,0.1918124365
"плакать",0.3129433364,0.2781015151,0.0928414366,0.0385895803,0.1337792642,0.1478713405
"сад",0.2795627138,0.2306795804,0.1807964818,0.0354317644,0.0723131158,0.1742359981
"батюшка",0.4881916048,0.266045091,0.2296603958,0.0047099626,0.0632739763,0.2596345629
"тоска",0.0417257782,0.0763573524,0.073295871,0.0737537332,0.3181777095,0.0544487494
"счастие",0.0041725778,0.0088413776,0.0195455656,0.0971429795,0.155473199,0.0047762061
"бежать",0.0584160895,0.077161114,0.0586366968,0.0743424785,0.0596583205,0.0746998632
"судьба",0,0.0120564241,0.0195455656,0.0981063809,0.0596583205,0.0080240262
"путь",0.045898356,0.0409918418,0.0293183484,0.0873483981,0.0723131158,0.0351528768
"такой",0.0709338229,0.0578708355,0.0537503054,0.0783566512,0.0632739763,0.0615175344
"муж",0.4715012935,0.1486958968,0.1514781334,0.0313640694,0.0415800416,0.184361555
"тогда",0.0125177335,0.0120564241,0.0342047398,0.0902386024,0.1120853295,0.022734741
"святой",0,0.0056263312,0.0146591742,0.0967683234,0.0379643858,0.007832978
"лежать",0.1126596011,0.1494996584,0.1123870022,0.0519166337,0.0705052879,0.1205514417
"глядеть",0.0876241342,0.0787686372,0.0684094796,0.0700606943,0.0976227063,0.0714520431
"черный",0.1043144455,0.1342281879,0.219887613,0.0506320984,0.1157009853,0.1167304768
"век",0.0625886673,0.034561749,0.048863914,0.0831201362,0.0885835668,0.0340065873
"ваш",0.0375532004,0.0369730338,0.0195455656,0.0877230542,0.0198861068,0.0261736094
"находить",0.0375532004,0.0618896435,0.0684094796,0.0724691979,0.0777365995,0.0657205958
"время",0.0208628891,0.034561749,0.0390911312,0.0794806196,0.1120853295,0.0397380346
"приходить",0.1084870233,0.1133303862,0.0830686538,0.0492405185,0.0650818042,0.125518696
"лицо",0.1168321789,0.0980589157,0.1075006108,0.0639591518,0.0849679111,0.0718341396
"прекрасный",0.0083451556,0.0249166097,0.0781822624,0.086277952,0.0271174184,0.0179585349
"темный",0.1335224902,0.1342281879,0.0635230882,0.0514884552,0.1392027479,0.0989629901
"высокий",0.137695068,0.0972551541,0.0879550452,0.0535223027,0.0470035253,0.1064138716
"гость",0.1961111575,0.1374432343,0.1026142194,0.0427107976,0.0524270089,0.1299128056
"девка",0.22949178,0.3608889603,0.2736379184,0.0030507713,0.0325409021,0.2120635503
"брат",0.137695068,0.0956476309,0.0342047398,0.0627816611,0.0415800416,0.0731714773
"ждать",0.0208628891,0.0482256963,0.0537503054,0.0758946253,0.0940070505,0.0347707803
"старый",0.2879078695,0.1269943335,0.1563645248,0.037840268,0.0415800416,0.140420459
"хороший",0.1585579571,0.1599485593,0.1319325678,0.0411051285,0.0361565579,0.1259007925
"скоро",0.0250354669,0.0361692722,0.073295871,0.0702212612,0.189821929,0.0433679513
"про",0.1126596011,0.1623598441,0.1123870022,0.0342542738,0.0614661484,0.148253437
"чистый",0.1126596011,0.0924325845,0.0684094796,0.0579646539,0.0921992226,0.0777566351
"если",0.0375532004,0.0482256963,0,0.0762157591,0.0903913947,0.0286572365
"полный",0,0.0112526625,0.0342047398,0.0857962513,0.0271174184,0.0097434604
"или",0.0333806225,0.0393843186,0.0635230882,0.0706494396,0.0632739763,0.0464247232
"цветок",0.0500709338,0.0538520275,0.097727828,0.0637450626,0.1265479526,0.0582697143
"тень",0,0,0.0146591742,0.0874554427,0.0253095905,0.0017194342
"живой",0.0250354669,0.008037616,0.0097727828,0.0829060469,0.0307330742,0.0135644253
"немой",0.0375532004,0.0152714705,0.0342047398,0.0783566512,0.0415800416,0.0248362717
"ветер",0.1001418676,0.0602821203,0.073295871,0.0621929158,0.2169393474,0.0468068197
"давно",0.0500709338,0.0192902785,0.024431957,0.0788383519,0.06869746,0.0170032937
"кровь",0.0333806225,0.0297391794,0.0293183484,0.0748777015,0.0524270089,0.0307587672
"смерть",0.0041725778,0.0233090865,0.0195455656,0.0790524412,0.0542348368,0.0166211972
"дух",0.0041725778,0.004018808,0.024431957,0.0842976268,0.0144626232,0.0045851578
"дело",0.0250354669,0.0337579874,0.1417053506,0.0718804526,0.0144626232,0.0326692496
"лететь",0.0375532004,0.0361692722,0.0537503054,0.0662606108,0.0903913947,0.0450873855
"ка",0.1293499124,0.142265804,0.0439775226,0.0089382246,0.0235017626,0.2225712037
"первый",0.0876241342,0.0835912068,0.0537503054,0.0566801186,0.0253095905,0.066675837
"светлый",0.0333806225,0.0168789937,0.0195455656,0.0724156756,0.0921992226,0.0229257892
"народ",0.0041725778,0.0168789937,0.0048863914,0.0750382684,0.0090391395,0.0187227279
"двор",0.2002837353,0.1695936985,0.1856828732,0.0209807427,0.0144626232,0.1585700421
"смотреть",0.0250354669,0.0112526625,0.0097727828,0.0726832871,0.0361565579,0.0238810304
"солнце",0.0166903113,0.0281316562,0.0293183484,0.0675986684,0.1753593058,0.021970548
"будто",0.0667612451,0.0353655106,0.024431957,0.0657789101,0.0723131158,0.0349618286
"раз",0.0166903113,0.0281316562,0.024431957,0.0695789936,0.0433878695,0.0265557058
"надежда",0.0083451556,0.0048225696,0.0195455656,0.0754129246,0.0325409021,0.0114628946
"чужой",0.3421513811,0.1486958968,0.0830686538,0.035538809,0.1283557805,0.0911300122
"красота",0.0250354669,0.0369730338,0.0928414366,0.0614971259,0.0831600832,0.0395469864
"перед",0.0125177335,0.0281316562,0.0342047398,0.0689902482,0.0180782789,0.0240720787
"ясный",0.0959692898,0.0586745971,0.0830686538,0.0432460206,0.2079002079,0.0821507447
"песня",0.0125177335,0.0176827553,0,0.0637985849,0.1283557805,0.0338155391
"мысль",0.1210047567,0.0313467026,0.0390911312,0.0671704899,0.0216939347,0.0231168375
"речь",0.1084870233,0.0699272596,0.073295871,0.0508997099,0.10304619,0.0626638239
"уста",0,0.0056263312,0.0293183484,0.0725227202,0.0379643858,0.0135644253
"голос",0.0208628891,0.0530482659,0.0439775226,0.0563589848,0.0415800416,0.0576965695
"поэт",0,0,0,0.0778214282,0,0
"дом",0.0667612451,0.0329542258,0.048863914,0.058874533,0.0271174184,0.0512009293
"нога",0.0584160895,0.0594783587,0.0586366968,0.0535223027,0.0235017626,0.0630459204
"сторона",0.2879078695,0.1286018567,0.0830686538,0.0314175917,0.0831600832,0.1071780646
"пить",0.0584160895,0.0803761604,0.1270461764,0.0399811601,0.0108469674,0.0995361349
"пусть",0.0041725778,0.0128601857,0.024431957,0.0699536497,0.0903913947,0.0066866885
"гореть",0.0542435116,0.0506369811,0.0537503054,0.0564660294,0.0795444274,0.0433679513
"чувство",0,0.0008037616,0,0.0741283893,0.0216939347,0
"выходить",0.1084870233,0.0948438693,0.0781822624,0.034468363,0.0560426647,0.1066049199
"веселый",0.0250354669,0.0570670739,0.1172733936,0.0496686969,0.0777365995,0.0611354379
"город",0.0625886673,0.119760479,0.048863914,0.0272428521,0.03434873,0.131823288
"проходить",0.0625886673,0.069123498,0.0537503054,0.0474207602,0.0650818042,0.0678221264
"дума",0.0292080447,0.0401880802,0.0048863914,0.0617112151,0.0777365995,0.0242631269
"тихий",0.0083451556,0.0200940401,0.0146591742,0.0633168841,0.0397722137,0.0269378023
"луч",0.0041725778,0.0008037616,0,0.0716663634,0.0216939347,0.0040120131
"толпа",0,0.0056263312,0,0.0721480641,0.0036156558,0.0026746754
"стих",0,0,0.0048863914,0.072308631,0,0.0011462895
"звезда",0.0125177335,0.0192902785,0.0048863914,0.0660465216,0.0632739763,0.0112718464
"князь",0.0208628891,0.0667122132,0.0097727828,0.0331838277,0.0036156558,0.1230350688
"садиться",0.1293499124,0.1052927702,0.0635230882,0.037305045,0.0433878695,0.087882192
"счастливый",0.0083451556,0.0120564241,0.0146591742,0.0672240122,0.0542348368,0.008597171
"широкий",0.1251773346,0.1390507575,0.0781822624,0.0254766161,0.0741209437,0.1163483803
"природа",0,0.0024112848,0.0048863914,0.071077618,0.0144626232,0.000764193
"звук",0,0,0,0.0710240957,0.0108469674,0
"дева",0,0,0,0.0700606943,0.0361565579,0.0003820965
"прощать",0.0166903113,0.0458144114,0.0781822624,0.0525589013,0.0470035253,0.0462336749
"золотой",0.0709338229,0.0675159748,0.0439775226,0.0393924148,0.0921992226,0.0819596965
"уже",0.0166903113,0.004018808,0,0.0664211777,0.0325409021,0.0080240262
"куда",0.0834515564,0.0667122132,0.048863914,0.0428178422,0.0596583205,0.0687773677
"верный",0.0125177335,0.034561749,0.0195455656,0.0453869127,0.0668896321,0.0697326089
"меж",0.0083451556,0.0024112848,0.0048863914,0.0674916238,0.0180782789,0.0040120131
"чем",0.0208628891,0.0337579874,0.0439775226,0.0578576093,0.0524270089,0.0250273199
"враг",0.0041725778,0.0008037616,0,0.0678662799,0.0379643858,0.000764193
"большой",0.0709338229,0.1028814854,0.0390911312,0.0412656954,0.0180782789,0.0687773677
"страсть",0.0083451556,0.0048225696,0.0097727828,0.0673310569,0.0253095905,0.0019104824
"сладкий",0.0333806225,0.0498332195,0.0146591742,0.0518631114,0.06869746,0.0401201311
"отдавать",0.2128014687,0.1004702005,0.0879550452,0.033772573,0.0614661484,0.0802402623
"искать",0.0250354669,0.0353655106,0.0195455656,0.0546462711,0.0415800416,0.0322871532
"любезный",0.0709338229,0.1768275529,0.1319325678,0.0267076291,0.0813522553,0.0876911438
"вино",0.0584160895,0.0578708355,0.0830686538,0.0376261788,0.0216939347,0.0840612271
"воля",0.0417257782,0.0667122132,0.048863914,0.0432460206,0.0723131158,0.0578876178
"беда",0.0041725778,0.0273278945,0.0684094796,0.050739143,0.1138931574,0.0345797321
"могила",0,0.0056263312,0,0.0608548582,0.0994305342,0.0064956403
"певец",0,0,0,0.0657253878,0.0054234837,0
"зачем",0.0041725778,0.0225053249,0.0293183484,0.054271615,0.06869746,0.0273198988
"печаль",0.0834515564,0.038580557,0.0635230882,0.0485982509,0.0741209437,0.0380186005
"край",0.0125177335,0.0176827553,0.0146591742,0.0564125071,0.0668896321,0.0208242585
"слышать",0.0250354669,0.0353655106,0.0293183484,0.0555026279,0.0524270089,0.0196779691
"земной",0,0.0024112848,0,0.0649760755,0.0072313116,0
"играть",0.0333806225,0.0522445043,0.0635230882,0.0445305559,0.0524270089,0.0523472187
"всегда",0.0208628891,0.0104489009,0.0439775226,0.05833931,0.0470035253,0.0120360393
"звать",0.0208628891,0.0417956034,0.0293183484,0.0460291804,0.0307330742,0.0498635916
"бедный",0.0333806225,0.0249166097,0.0635230882,0.0500433531,0.1355870921,0.0263646576
"заря",0.045898356,0.0795723988,0.0293183484,0.0399811601,0.0433878695,0.0565502801
"добро",0.091796712,0.0546557891,0.0537503054,0.0248343485,0.0795444274,0.1087064506
"вставать",0.0876241342,0.0683197364,0.0928414366,0.0339331399,0.0216939347,0.0771834904
"злой",0.0375532004,0.0546557891,0.0195455656,0.043138976,0.17174365,0.0351528768
"иной",0.0125177335,0.0514407427,0.0293183484,0.0448516897,0.0560426647,0.0418395653
"великий",0.0292080447,0.030542941,0.0439775226,0.0502574423,0.0108469674,0.0299945742
"дочь",0.1794208462,0.0964513925,0.0439775226,0.0280456866,0.0126547953,0.0863538061
"долго",0.0625886673,0.0337579874,0.073295871,0.0458150911,0.1048540179,0.0309498154
"гроб",0.0125177335,0.0088413776,0.0097727828,0.0557167172,0.0451956974,0.0124181358
"оставлять",0.0166903113,0.0136639473,0.0390911312,0.053736392,0.0397722137,0.0173853902
"никто",0.0208628891,0.0747498292,0.0293183484,0.0375726565,0.0470035253,0.059607052
"весна",0.0250354669,0.0458144114,0.0195455656,0.0472601933,0.121124469,0.0225436927
"последний",0.0083451556,0.0168789937,0.0097727828,0.053736392,0.0289252463,0.0152838595
"узнавать",0.0166903113,0.0152714705,0.0097727828,0.053040602,0.0488113532,0.0147107147
"дружок",0.1210047567,0.331149781,0.073295871,0.0027296374,0.06869746,0.1096616918
"хорошо",0.0876241342,0.0900212997,0.0879550452,0.0299189672,0.0415800416,0.0725983325
"умирать",0.0083451556,0.0257203713,0.0342047398,0.0497222192,0.0723131158,0.0181495831
"опять",0.0041725778,0.0048225696,0.0048863914,0.0536828697,0.0506191811,0.0101255569
"думать",0.0375532004,0.0458144114,0.0293183484,0.0427107976,0.0470035253,0.0372544075
"покой",0,0.0056263312,0.0293183484,0.054806838,0.0361565579,0.0064956403
"братец",0.2169740466,0.15030342,0.0342047398,0.0079748231,0.0144626232,0.1299128056
"дорогой",0.1001418676,0.0908250613,0.1417053506,0.0229610679,0.0741209437,0.0848254201
"нежный",0.0375532004,0.0112526625,0.0293183484,0.0523983344,0.0723131158,0.0053493508
"бросать",0.0375532004,0.0675159748,0.0439775226,0.0382149242,0.0289252463,0.0460426267
"страна",0,0.0008037616,0.0146591742,0.0552350164,0.0253095905,0.0030567719
"улица",0.1251773346,0.1229755255,0.1319325678,0.0097410591,0.0198861068,0.126282889
"берег",0.0125177335,0.008037616,0.0195455656,0.0520772006,0.0180782789,0.0120360393
"русский",0,0.004018808,0.0048863914,0.0534687804,0.0325409021,0.0068777368
"велеть",0.2253192022,0.0634971667,0.0879550452,0.0232822017,0.0361565579,0.0863538061
"честь",0.0166903113,0.0160752321,0.024431957,0.0498827862,0.0108469674,0.0166211972
